Year,State,County,Population
2008,Missouri,Miller County,24867
2008,Missouri,Mississippi County,14087
2008,Missouri,Moniteau County,15424
2008,Missouri,Monroe County,9157
2008,Missouri,Montgomery County,12273
2008,Missouri,Morgan County,20745
2008,Missouri,New Madrid County,18805
2008,Missouri,Newton County,57600
2008,Missouri,Nodaway County,23026
2008,Missouri,Oregon County,10697
2008,Missouri,Osage County,13753
2008,Missouri,Ozark County,9718
2008,Missouri,Pemiscot County,18552
2008,Missouri,Perry County,18976
2008,Missouri,Pettis County,41565
2008,Missouri,Phelps County,44200
2008,Missouri,Pike County,18602
2008,Missouri,Platte County,87003
2008,Missouri,Polk County,30790
2008,Missouri,Pulaski County,48300
2008,Missouri,Putnam County,5028
2008,Missouri,Ralls County,10117
2008,Missouri,Randolph County,25597
2008,Missouri,Ray County,23764
2008,Missouri,Reynolds County,6688
2008,Missouri,Ripley County,14039
2008,Missouri,Saline County,22967
2008,Missouri,Schuyler County,4383
2008,Missouri,Scotland County,4818
2008,Missouri,Scott County,39293
2008,Missouri,Shannon County,8420
2008,Missouri,Shelby County,6421
2008,Missouri,St. Charles County,351179
2008,Missouri,St. Clair County,9757
2008,Missouri,St. Francois County,64280
2008,Missouri,St. Louis County,998331
2008,Missouri,St. Louis City,317955
2008,Missouri,Ste. Genevieve County,18186
2008,Missouri,Stoddard County,30062
2008,Missouri,Stone County,32119
2008,Missouri,Sullivan County,6736
2008,Missouri,Taney County,49711
2008,Missouri,Texas County,25597
2008,Missouri,Vernon County,20891
2008,Missouri,Warren County,31975
2008,Missouri,Washington County,25113
2008,Missouri,Wayne County,13397
2008,Missouri,Webster County,35938
2008,Missouri,Worth County,2166
2008,Missouri,Wright County,18904
2008,Montana,Beaverhead County,9166
2008,Montana,Big Horn County,12564
2008,Montana,Blaine County,6401
2008,Montana,Broadwater County,5261
2008,Montana,Carbon County,9965
2008,Montana,Carter County,1172
2008,Montana,Cascade County,80529
2008,Montana,Chouteau County,5774
2008,Montana,Custer County,11515
2008,Montana,Daniels County,1704
2008,Montana,Dawson County,8925
2008,Montana,Deer Lodge County,9351
2008,Montana,Fallon County,2807
2008,Montana,Fergus County,11448
2008,Montana,Flathead County,90260
2008,Montana,Gallatin County,88932
2008,Montana,Garfield County,1205
2008,Montana,Glacier County,13109
2008,Montana,Golden Valley County,890
2008,Montana,Granite County,3031
2008,Montana,Hill County,15889
2008,Montana,Jefferson County,11203
2008,Montana,Judith Basin County,2071
2008,Montana,Lake County,28515
2008,Montana,Lewis And Clark County,61747
2008,Montana,Liberty County,2225
2008,Montana,Lincoln County,19541
2008,Montana,Madison County,7674
2008,Montana,Mccone County,1720
2008,Montana,Meagher County,1893
2008,Montana,Mineral County,4177
2008,Montana,Missoula County,107747
2008,Montana,Musselshell County,4423
2008,Montana,Park County,15896
2008,Montana,Petroleum County,481
2008,Montana,Phillips County,4182
2008,Montana,Pondera County,6117
2008,Montana,Powder River County,1756
2008,Montana,Powell County,7036
2008,Montana,Prairie County,1123
2008,Montana,Ravalli County,40223
2008,Montana,Richland County,9430
2008,Montana,Roosevelt County,10129
2008,Montana,Rosebud County,9095
2008,Montana,Sanders County,11433
2008,Montana,Sheridan County,3385
2008,Montana,Silver Bow County,33812
2008,Montana,Stillwater County,8945
2008,Montana,Sweet Grass County,3755
2008,Montana,Teton County,6143
2008,Montana,Toole County,5079
2008,Montana,Treasure County,754
2008,Montana,Valley County,7415
2008,Montana,Wheatland County,2151
2008,Montana,Wibaux County,986
2008,Montana,Yellowstone County,144255
2008,Nebraska,Adams County,31160
2008,Nebraska,Antelope County,6704
2008,Nebraska,Arthur County,453
2008,Nebraska,Banner County,677
2008,Nebraska,Blaine County,456
2008,Nebraska,Boone County,5548
2008,Nebraska,Box Butte County,11482
2008,Nebraska,Boyd County,2102
2008,Nebraska,Brown County,3149
2008,Nebraska,Buffalo County,45343
2008,Nebraska,Burt County,6967
2008,Nebraska,Butler County,8355
2008,Nebraska,Cass County,25322
2008,Nebraska,Cedar County,8839
2008,Nebraska,Chase County,3865
2008,Nebraska,Cherry County,5752
2008,Nebraska,Cheyenne County,10150
2008,Nebraska,Clay County,6543
2008,Nebraska,Colfax County,10083
2008,Nebraska,Cuming County,9215
2008,Nebraska,Custer County,11001
2008,Nebraska,Dakota County,20559
2008,Nebraska,Dawes County,9134
2008,Nebraska,Dawson County,24160
2008,Nebraska,Deuel County,1986
2008,Nebraska,Dixon County,6004
2008,Nebraska,Dodge County,36548
2008,Nebraska,Douglas County,504547
2008,Nebraska,Dundy County,1973
2008,Nebraska,Fillmore County,5940
2008,Nebraska,Franklin County,3167
2008,Nebraska,Frontier County,2786
2008,Nebraska,Furnas County,4873
2008,Nebraska,Gage County,22574
2008,Nebraska,Garden County,2004
2008,Nebraska,Garfield County,2001
2008,Nebraska,Gosper County,2049
2008,Nebraska,Grant County,653
2008,Nebraska,Greeley County,2548
2008,Nebraska,Hall County,56795
2008,Nebraska,Hamilton County,9157
2008,Nebraska,Harlan County,3435
2008,Nebraska,Hayes County,986
2008,Nebraska,Hitchcock County,2927
2008,Nebraska,Holt County,10399
2008,Nebraska,Hooker County,734
2008,Nebraska,Howard County,6261
2008,Nebraska,Jefferson County,7684
2008,Nebraska,Johnson County,5203
2008,Nebraska,Kearney County,6554
2008,Nebraska,Keith County,8290
2008,Nebraska,Keya Paha County,836
2008,Nebraska,Kimball County,3761
2008,Nebraska,Knox County,8708
2008,Nebraska,Lancaster County,279605
2008,Nebraska,Lincoln County,36301
2008,Nebraska,Logan County,730
2008,Nebraska,Loup County,630
2008,Nebraska,Madison County,34319
2008,Nebraska,Mcpherson County,558
2008,Nebraska,Merrick County,7734
2008,Nebraska,Morrill County,5079
2008,Nebraska,Nance County,3745
2008,Nebraska,Nemaha County,7280
2008,Nebraska,Nuckolls County,4571
2008,Nebraska,Otoe County,15728
2008,Nebraska,Pawnee County,2711
2008,Nebraska,Perkins County,2949
2008,Nebraska,Phelps County,9195
2008,Nebraska,Pierce County,7286
2008,Nebraska,Platte County,31527
2008,Nebraska,Polk County,5402
2008,Nebraska,Red Willow County,11034
2008,Nebraska,Richardson County,8413
2008,Nebraska,Rock County,1554
2008,Nebraska,Saline County,14048
2008,Nebraska,Sarpy County,152762
2008,Nebraska,Saunders County,20446
2008,Nebraska,Scotts Bluff County,36536
2008,Nebraska,Seward County,16653
2008,Nebraska,Sheridan County,5500
2008,Nebraska,Sherman County,3147
2008,Nebraska,Sioux County,1360
2008,Nebraska,Stanton County,6145
2008,Nebraska,Thayer County,5253
2008,Nebraska,Thomas County,661
2008,Nebraska,Thurston County,6821
2008,Nebraska,Valley County,4228
2008,Nebraska,Washington County,20101
2008,Nebraska,Wayne County,9481
2008,Nebraska,Webster County,3771
2008,Nebraska,Wheeler County,831
2008,Nebraska,York County,13881
2008,Nevada,Carson City,55552
2008,Nevada,Churchill County,25049
2008,Nevada,Clark County,1912349
2008,Nevada,Douglas County,47270
2008,Nevada,Elko County,47634
2008,Nevada,Esmeralda County,820
2008,Nevada,Eureka County,1778
2008,Nevada,Humboldt County,15958
2008,Nevada,Lander County,5521
2008,Nevada,Lincoln County,5106
2008,Nevada,Lyon County,52156
2008,Nevada,Mineral County,4781
2008,Nevada,Nye County,44367
2008,Nevada,Pershing County,6665
2008,Nevada,Storey County,4099
2008,Nevada,Washoe County,414793
2008,Nevada,White Pine County,9732
2008,New Hampshire,Belknap County,60239
2008,New Hampshire,Carroll County,48013
2008,New Hampshire,Cheshire County,77472
2008,New Hampshire,Coos County,33488
2008,New Hampshire,Grafton County,88745
2008,New Hampshire,Hillsborough County,399556
2008,New Hampshire,Merrimack County,147170
2008,New Hampshire,Rockingham County,294996
2008,New Hampshire,Strafford County,122460
2008,New Hampshire,Sullivan County,43767
2008,New Jersey,Atlantic County,273014
2008,New Jersey,Bergen County,895328
2008,New Jersey,Burlington County,446831
2008,New Jersey,Camden County,513853
2008,New Jersey,Cape May County,97550
2008,New Jersey,Cumberland County,155738
2008,New Jersey,Essex County,778165
2008,New Jersey,Gloucester County,286072
2008,New Jersey,Hudson County,619533
2008,New Jersey,Hunterdon County,128449
2008,New Jersey,Mercer County,364119
2008,New Jersey,Middlesex County,799191
2008,New Jersey,Monmouth County,627348
2008,New Jersey,Morris County,489743
2008,New Jersey,Ocean County,569485
2008,New Jersey,Passaic County,494904
2008,New Jersey,Salem County,65974
2008,New Jersey,Somerset County,318856
2008,New Jersey,Sussex County,150145
2008,New Jersey,Union County,527528
2008,New Jersey,Warren County,109264
2008,New Mexico,Bernalillo County,646879
2008,New Mexico,Catron County,3631
2008,New Mexico,Chaves County,64378
2008,New Mexico,Cibola County,27259
2008,New Mexico,Colfax County,13764
2008,New Mexico,Curry County,45512
2008,New Mexico,De Baca County,2000
2008,New Mexico,Doña Ana County,200855
2008,New Mexico,Eddy County,52566
2008,New Mexico,Grant County,29921
2008,New Mexico,Guadalupe County,4701
2008,New Mexico,Harding County,690
2008,New Mexico,Hidalgo County,5022
2008,New Mexico,Lea County,62737
2008,New Mexico,Lincoln County,20458
2008,New Mexico,Los Alamos County,17924
2008,New Mexico,Luna County,25375
2008,New Mexico,Mckinley County,70449
2008,New Mexico,Mora County,4909
2008,New Mexico,Otero County,62498
2008,New Mexico,Quay County,8978
2008,New Mexico,Rio Arriba County,40008
2008,New Mexico,Roosevelt County,19074
2008,New Mexico,San Juan County,126905
2008,New Mexico,San Miguel County,29234
2008,New Mexico,Sandoval County,125368
2008,New Mexico,Santa Fe County,141704
2008,New Mexico,Sierra County,11914
2008,New Mexico,Socorro County,17966
2008,New Mexico,Taos County,32467
2008,New Mexico,Torrance County,16257
2008,New Mexico,Union County,4380
2008,New Mexico,Valencia County,74879
2008,New York,Albany County,303739
2008,New York,Allegany County,49177
2008,New York,Bronx County,1363488
2008,New York,Broome County,201029
2008,New York,Cattaraugus County,80761
2008,New York,Cayuga County,80482
2008,New York,Chautauqua County,135229
2008,New York,Chemung County,88503
2008,New York,Chenango County,51326
2008,New York,Clinton County,82401
2008,New York,Columbia County,63253
2008,New York,Cortland County,49537
2008,New York,Delaware County,48363
2008,New York,Dutchess County,296267
2008,New York,Erie County,920571
2008,New York,Essex County,39435
2008,New York,Franklin County,51907
2008,New York,Fulton County,55584
2008,New York,Genesee County,59895
2008,New York,Greene County,49467
2008,New York,Hamilton County,4893
2008,New York,Herkimer County,64404
2008,New York,Jefferson County,115033
2008,New York,Kings County,2460361
2008,New York,Lewis County,26878
2008,New York,Livingston County,65637
2008,New York,Madison County,73075
2008,New York,Monroe County,741018
2008,New York,Montgomery County,49951
2008,New York,Nassau County,1325129
2008,New York,New York County,1587022
2008,New York,Niagara County,215793
2008,New York,Oneida County,234482
2008,New York,Onondaga County,463472
2008,New York,Ontario County,106302
2008,New York,Orange County,370201
2008,New York,Orleans County,43254
2008,New York,Oswego County,122366
2008,New York,Otsego County,62561
2008,New York,Putnam County,99537
2008,New York,Queens County,2193623
2008,New York,Rensselaer County,159011
2008,New York,Richmond County,463701
2008,New York,Rockland County,305413
2008,New York,Saratoga County,217282
2008,New York,Schenectady County,153360
2008,New York,Schoharie County,32890
2008,New York,Schuyler County,18644
2008,New York,Seneca County,35370
2008,New York,St. Lawrence County,111684
2008,New York,Steuben County,98726
2008,New York,Suffolk County,1480218
2008,New York,Sullivan County,77755
2008,New York,Tioga County,51498
2008,New York,Tompkins County,100383
2008,New York,Ulster County,183174
2008,New York,Warren County,65848
2008,New York,Washington County,63252
2008,New York,Wayne County,93739
2008,New York,Westchester County,937449
2008,New York,Wyoming County,42281
2008,New York,Yates County,25352
2008,North Carolina,Alamance County,147704
2008,North Carolina,Alexander County,36840
2008,North Carolina,Alleghany County,11131
2008,North Carolina,Anson County,26837
2008,North Carolina,Ashe County,26858
2008,North Carolina,Avery County,18024
2008,North Carolina,Beaufort County,47297
2008,North Carolina,Bertie County,21121
2008,North Carolina,Bladen County,34665
2008,North Carolina,Brunswick County,103257
2008,North Carolina,Buncombe County,233772
2008,North Carolina,Burke County,90788
2008,North Carolina,Cabarrus County,171915
2008,North Carolina,Caldwell County,82527
2008,North Carolina,Camden County,9802
2008,North Carolina,Carteret County,64700
2008,North Carolina,Caswell County,23912
2008,North Carolina,Catawba County,153848
2008,North Carolina,Chatham County,61783
2008,North Carolina,Cherokee County,27545
2008,North Carolina,Chowan County,14831
2008,North Carolina,Clay County,10492
2008,North Carolina,Cleveland County,98155
2008,North Carolina,Columbus County,56503
2008,North Carolina,Craven County,99423
2008,North Carolina,Cumberland County,311800
2008,North Carolina,Currituck County,23378
2008,North Carolina,Dare County,33553
2008,North Carolina,Davidson County,161520
2008,North Carolina,Davie County,40748
2008,North Carolina,Duplin County,56810
2008,North Carolina,Durham County,259356
2008,North Carolina,Edgecombe County,56420
2008,North Carolina,Forsyth County,344330
2008,North Carolina,Franklin County,58925
2008,North Carolina,Gaston County,204454
2008,North Carolina,Gates County,12098
2008,North Carolina,Graham County,8742
2008,North Carolina,Granville County,58356
2008,North Carolina,Greene County,21230
2008,North Carolina,Guilford County,477809
2008,North Carolina,Halifax County,55568
2008,North Carolina,Harnett County,108752
2008,North Carolina,Haywood County,58811
2008,North Carolina,Henderson County,104289
2008,North Carolina,Hertford County,24473
2008,North Carolina,Hoke County,43912
2008,North Carolina,Hyde County,5764
2008,North Carolina,Iredell County,156204
2008,North Carolina,Jackson County,38994
2008,North Carolina,Johnston County,161746
2008,North Carolina,Jones County,9974
2008,North Carolina,Lee County,55822
2008,North Carolina,Lenoir County,59398
2008,North Carolina,Lincoln County,76143
2008,North Carolina,Macon County,33608
2008,North Carolina,Madison County,20585
2008,North Carolina,Martin County,24404
2008,North Carolina,Mcdowell County,44768
2008,North Carolina,Mecklenburg County,887991
2008,North Carolina,Mitchell County,15740
2008,North Carolina,Montgomery County,27716
2008,North Carolina,Moore County,86122
2008,North Carolina,Nash County,94718
2008,North Carolina,New Hanover County,197709
2008,North Carolina,Northampton County,22259
2008,North Carolina,Onslow County,169059
2008,North Carolina,Orange County,129764
2008,North Carolina,Pamlico County,13094
2008,North Carolina,Pasquotank County,40554
2008,North Carolina,Pender County,50551
2008,North Carolina,Perquimans County,13292
2008,North Carolina,Person County,39016
2008,North Carolina,Pitt County,162116
2008,North Carolina,Polk County,20393
2008,North Carolina,Randolph County,140297
2008,North Carolina,Richmond County,46538
2008,North Carolina,Robeson County,131734
2008,North Carolina,Rockingham County,93299
2008,North Carolina,Rowan County,137721
2008,North Carolina,Rutherford County,67145
2008,North Carolina,Sampson County,62837
2008,North Carolina,Scotland County,36463
2008,North Carolina,Stanly County,60418
2008,North Carolina,Stokes County,47363
2008,North Carolina,Surry County,73404
2008,North Carolina,Swain County,13872
2008,North Carolina,Transylvania County,32543
2008,North Carolina,Tyrrell County,4353
2008,North Carolina,Union County,193678
2008,North Carolina,Vance County,44977
2008,North Carolina,Wake County,856492
2008,North Carolina,Warren County,20923
2008,North Carolina,Washington County,13300
2008,North Carolina,Watauga County,50266
2008,North Carolina,Wayne County,119910
2008,North Carolina,Wilkes County,69317
2008,North Carolina,Wilson County,79790
2008,North Carolina,Yadkin County,38225
2008,North Carolina,Yancey County,18016
2008,North Dakota,Adams County,2343
2008,North Dakota,Barnes County,11027
2008,North Dakota,Benson County,6622
2008,North Dakota,Billings County,768
2008,North Dakota,Bottineau County,6370
2008,North Dakota,Bowman County,3158
2008,North Dakota,Burke County,1902
2008,North Dakota,Burleigh County,78678
2008,North Dakota,Cass County,144290
2008,North Dakota,Cavalier County,4008
2008,North Dakota,Dickey County,5305
2008,North Dakota,Divide County,2022
2008,North Dakota,Dunn County,3470
2008,North Dakota,Eddy County,2470
2008,North Dakota,Emmons County,3588
2008,North Dakota,Foster County,3436
2008,North Dakota,Golden Valley County,1650
2008,North Dakota,Grand Forks County,66917
2008,North Dakota,Grant County,2440
2008,North Dakota,Griggs County,2406
2008,North Dakota,Hettinger County,2479
2008,North Dakota,Kidder County,2419
2008,North Dakota,Lamoure County,4218
2008,North Dakota,Logan County,2000
2008,North Dakota,Mchenry County,5355
2008,North Dakota,Mcintosh County,2911
2008,North Dakota,Mckenzie County,5908
2008,North Dakota,Mclean County,8883
2008,North Dakota,Mercer County,8295
2008,North Dakota,Morton County,26696
2008,North Dakota,Mountrail County,7153
2008,North Dakota,Nelson County,3176
2008,North Dakota,Oliver County,1836
2008,North Dakota,Pembina County,7452
2008,North Dakota,Pierce County,4372
2008,North Dakota,Ramsey County,11434
2008,North Dakota,Ransom County,5677
2008,North Dakota,Renville County,2387
2008,North Dakota,Richland County,16488
2008,North Dakota,Rolette County,13744
2008,North Dakota,Sargent County,3978
2008,North Dakota,Sheridan County,1351
2008,North Dakota,Sioux County,4072
2008,North Dakota,Slope County,730
2008,North Dakota,Stark County,23375
2008,North Dakota,Steele County,1960
2008,North Dakota,Stutsman County,20812
2008,North Dakota,Towner County,2234
2008,North Dakota,Traill County,8157
2008,North Dakota,Walsh County,11296
2008,North Dakota,Ward County,58670
2008,North Dakota,Wells County,4253
2008,North Dakota,Williams County,20928
2008,Ohio,Adams County,28686
2008,Ohio,Allen County,106773
2008,Ohio,Ashland County,53499
2008,Ohio,Ashtabula County,101826
2008,Ohio,Athens County,64546
2008,Ohio,Auglaize County,46167
2008,Ohio,Belmont County,70356
2008,Ohio,Brown County,44668
2008,Ohio,Butler County,364179
2008,Ohio,Carroll County,28999
2008,Ohio,Champaign County,40263
2008,Ohio,Clark County,139404
2008,Ohio,Clermont County,195891
2008,Ohio,Clinton County,42656
2008,Ohio,Columbiana County,108469
2008,Ohio,Coshocton County,36953
2008,Ohio,Crawford County,44291
2008,Ohio,Cuyahoga County,1291479
2008,Ohio,Darke County,52909
2008,Ohio,Defiance County,39250
2008,Ohio,Delaware County,166652
2008,Ohio,Erie County,77573
2008,Ohio,Fairfield County,144029
2008,Ohio,Fayette County,28896
2008,Ohio,Franklin County,1141183
2008,Ohio,Fulton County,42780
2008,Ohio,Gallia County,30997
2008,Ohio,Geauga County,93583
2008,Ohio,Greene County,160115
2008,Ohio,Guernsey County,40347
2008,Ohio,Hamilton County,799840
2008,Ohio,Hancock County,74781
2008,Ohio,Hardin County,32200
2008,Ohio,Harrison County,15856
2008,Ohio,Henry County,28523
2008,Ohio,Highland County,43700
2008,Ohio,Hocking County,29445
2008,Ohio,Holmes County,42029
2008,Ohio,Huron County,60121
2008,Ohio,Jackson County,33164
2008,Ohio,Jefferson County,69989
2008,Ohio,Knox County,60348
2008,Ohio,Lake County,229904
2008,Ohio,Lawrence County,62640
2008,Ohio,Licking County,163916
2008,Ohio,Logan County,46115
2008,Ohio,Lorain County,299814
2008,Ohio,Lucas County,443909
2008,Ohio,Madison County,43163
2008,Ohio,Mahoning County,241572
2008,Ohio,Marion County,66840
2008,Ohio,Medina County,170330
2008,Ohio,Meigs County,23534
2008,Ohio,Mercer County,41022
2008,Ohio,Miami County,102430
2008,Ohio,Monroe County,14833
2008,Ohio,Montgomery County,537664
2008,Ohio,Morgan County,15104
2008,Ohio,Morrow County,34877
2008,Ohio,Muskingum County,85874
2008,Ohio,Noble County,14653
2008,Ohio,Ottawa County,41554
2008,Ohio,Paulding County,19670
2008,Ohio,Perry County,36150
2008,Ohio,Pickaway County,55376
2008,Ohio,Pike County,28763
2008,Ohio,Portage County,160184
2008,Ohio,Preble County,42688
2008,Ohio,Putnam County,34655
2008,Ohio,Richland County,126128
2008,Ohio,Ross County,77675
2008,Ohio,Sandusky County,61184
2008,Ohio,Scioto County,79133
2008,Ohio,Seneca County,57199
2008,Ohio,Shelby County,49454
2008,Ohio,Stark County,377141
2008,Ohio,Summit County,543116
2008,Ohio,Trumbull County,212191
2008,Ohio,Tuscarawas County,92634
2008,Ohio,Union County,50856
2008,Ohio,Van Wert County,29075
2008,Ohio,Vinton County,13452
2008,Ohio,Warren County,208640
2008,Ohio,Washington County,62040
2008,Ohio,Wayne County,114610
2008,Ohio,Williams County,38297
2008,Ohio,Wood County,125275
2008,Ohio,Wyandot County,22642
2008,Oklahoma,Adair County,22346
2008,Oklahoma,Alfalfa County,5618
2008,Oklahoma,Atoka County,14220
2008,Oklahoma,Beaver County,5521
2008,Oklahoma,Beckham County,22817
2008,Oklahoma,Blaine County,12019
2008,Oklahoma,Bryan County,41453
2008,Oklahoma,Caddo County,28612
2008,Oklahoma,Canadian County,109969
2008,Oklahoma,Carter County,46910
2008,Oklahoma,Cherokee County,46217
2008,Oklahoma,Choctaw County,15112
2008,Oklahoma,Cimarron County,2449
2008,Oklahoma,Cleveland County,246790
2008,Oklahoma,Coal County,5745
2008,Oklahoma,Comanche County,118001
2008,Oklahoma,Cotton County,6165
2008,Oklahoma,Craig County,14910
2008,Oklahoma,Creek County,68817
2008,Oklahoma,Custer County,26816
2008,Oklahoma,Delaware County,41018
2008,Oklahoma,Dewey County,4737
2008,Oklahoma,Ellis County,4043
2008,Oklahoma,Garfield County,58845
2008,Oklahoma,Garvin County,27529
2008,Oklahoma,Grady County,51621
2008,Oklahoma,Grant County,4598
2008,Oklahoma,Greer County,6200
2008,Oklahoma,Harmon County,2827
2008,Oklahoma,Harper County,3645
2008,Oklahoma,Haskell County,12620
2008,Oklahoma,Hughes County,13397
2008,Oklahoma,Jackson County,26038
2008,Oklahoma,Jefferson County,6408
2008,Oklahoma,Johnston County,10772
2008,Oklahoma,Kay County,46410
2008,Oklahoma,Kingfisher County,14748
2008,Oklahoma,Kiowa County,9518
2008,Oklahoma,Latimer County,11068
2008,Oklahoma,Le Flore County,49802
2008,Oklahoma,Lincoln County,33710
2008,Oklahoma,Logan County,39964
2008,Oklahoma,Love County,9291
2008,Oklahoma,Major County,7456
2008,Oklahoma,Marshall County,15482
2008,Oklahoma,Mayes County,40984
2008,Oklahoma,Mcclain County,33107
2008,Oklahoma,Mccurtain County,33112
2008,Oklahoma,Mcintosh County,19952
2008,Oklahoma,Murray County,13144
2008,Oklahoma,Muskogee County,70050
2008,Oklahoma,Noble County,11537
2008,Oklahoma,Nowata County,10788
2008,Oklahoma,Okfuskee County,12008
2008,Oklahoma,Oklahoma County,701484
2008,Oklahoma,Okmulgee County,39379
2008,Oklahoma,Osage County,47336
2008,Oklahoma,Ottawa County,31838
2008,Oklahoma,Pawnee County,16447
2008,Oklahoma,Payne County,75000
2008,Oklahoma,Pittsburg County,45450
2008,Oklahoma,Pontotoc County,36687
2008,Oklahoma,Pottawatomie County,68752
2008,Oklahoma,Pushmataha County,11493
2008,Oklahoma,Roger Mills County,3557
2008,Oklahoma,Rogers County,85390
2008,Oklahoma,Seminole County,25198
2008,Oklahoma,Sequoyah County,41825
2008,Oklahoma,Stephens County,44508
2008,Oklahoma,Texas County,19539
2008,Oklahoma,Tillman County,8112
2008,Oklahoma,Tulsa County,588510
2008,Oklahoma,Wagoner County,70646
2008,Oklahoma,Washington County,50641
2008,Oklahoma,Washita County,11595
2008,Oklahoma,Woods County,8533
2008,Oklahoma,Woodward County,20120
2008,Oregon,Baker County,16195
2008,Oregon,Benton County,84150
2008,Oregon,Clackamas County,371103
2008,Oregon,Clatsop County,36825
2008,Oregon,Columbia County,49209
2008,Oregon,Coos County,63226
2008,Oregon,Crook County,21811
2008,Oregon,Curry County,22305
2008,Oregon,Deschutes County,156820
2008,Oregon,Douglas County,107316
2008,Oregon,Gilliam County,1886
2008,Oregon,Grant County,7303
2008,Oregon,Harney County,7375
2008,Oregon,Hood River County,21589
2008,Oregon,Jackson County,201162
2008,Oregon,Jefferson County,21885
2008,Oregon,Josephine County,82389
2008,Oregon,Klamath County,66732
2008,Oregon,Lake County,7961
2008,Oregon,Lane County,348176
2008,Oregon,Lincoln County,45915
2008,Oregon,Linn County,114967
2008,Oregon,Malheur County,31311
2008,Oregon,Marion County,309729
2008,Oregon,Morrow County,11002
2008,Oregon,Multnomah County,712989
2008,Oregon,Polk County,74346
2008,Oregon,Sherman County,1691
2008,Oregon,Tillamook County,25151
2008,Oregon,Umatilla County,74488
2008,Oregon,Union County,25473
2008,Oregon,Wallowa County,6900
2008,Oregon,Wasco County,24617
2008,Oregon,Washington County,515815
2008,Oregon,Wheeler County,1399
2008,Oregon,Yamhill County,97537
2008,Pennsylvania,Adams County,101056
2008,Pennsylvania,Allegheny County,1221071
2008,Pennsylvania,Armstrong County,69611
2008,Pennsylvania,Beaver County,171336
2008,Pennsylvania,Bedford County,50052
2008,Pennsylvania,Berks County,407737
2008,Pennsylvania,Blair County,127112
2008,Pennsylvania,Bradford County,62318
2008,Pennsylvania,Bucks County,623297
2008,Pennsylvania,Butler County,182673
2008,Pennsylvania,Cambria County,144646
2008,Pennsylvania,Cameron County,5186
2008,Pennsylvania,Carbon County,64947
2008,Pennsylvania,Centre County,151645
2008,Pennsylvania,Chester County,491473
2008,Pennsylvania,Clarion County,40355
2008,Pennsylvania,Clearfield County,82130
2008,Pennsylvania,Clinton County,38955
2008,Pennsylvania,Columbia County,66645
2008,Pennsylvania,Crawford County,89023
2008,Pennsylvania,Cumberland County,231357
2008,Pennsylvania,Dauphin County,265395
2008,Pennsylvania,Delaware County,556246
2008,Pennsylvania,Elk County,32504
2008,Pennsylvania,Erie County,278686
2008,Pennsylvania,Fayette County,138813
2008,Pennsylvania,Forest County,7470
2008,Pennsylvania,Franklin County,147032
2008,Pennsylvania,Fulton County,14900
2008,Pennsylvania,Greene County,39074
2008,Pennsylvania,Huntingdon County,45853
2008,Pennsylvania,Indiana County,88807
2008,Pennsylvania,Jefferson County,45260
2008,Pennsylvania,Juniata County,24409
2008,Pennsylvania,Lackawanna County,214044
2008,Pennsylvania,Lancaster County,511957
2008,Pennsylvania,Lawrence County,91798
2008,Pennsylvania,Lebanon County,131574
2008,Pennsylvania,Lehigh County,344743
2008,Pennsylvania,Luzerne County,319210
2008,Pennsylvania,Lycoming County,116147
2008,Pennsylvania,Mckean County,43856
2008,Pennsylvania,Mercer County,117189
2008,Pennsylvania,Mifflin County,46600
2008,Pennsylvania,Monroe County,168576
2008,Pennsylvania,Montgomery County,789250
2008,Pennsylvania,Montour County,18090
2008,Pennsylvania,Northampton County,295096
2008,Pennsylvania,Northumberland County,94150
2008,Pennsylvania,Perry County,45549
2008,Pennsylvania,Philadelphia County,1499731
2008,Pennsylvania,Pike County,57739
2008,Pennsylvania,Potter County,17464
2008,Pennsylvania,Schuylkill County,148463
2008,Pennsylvania,Snyder County,39481
2008,Pennsylvania,Somerset County,78120
2008,Pennsylvania,Sullivan County,6462
2008,Pennsylvania,Susquehanna County,43405
2008,Pennsylvania,Tioga County,41609
2008,Pennsylvania,Union County,45057
2008,Pennsylvania,Venango County,55315
2008,Pennsylvania,Warren County,41853
2008,Pennsylvania,Washington County,207240
2008,Pennsylvania,Wayne County,51692
2008,Pennsylvania,Westmoreland County,366058
2008,Pennsylvania,Wyoming County,28294
2008,Pennsylvania,York County,429399
2008,Rhode Island,Bristol County,50668
2008,Rhode Island,Kent County,167269
2008,Rhode Island,Newport County,82505
2008,Rhode Island,Providence County,627889
2008,Rhode Island,Washington County,126672
2008,South Carolina,Abbeville County,25699
2008,South Carolina,Aiken County,156896
2008,South Carolina,Allendale County,10803
2008,South Carolina,Anderson County,184520
2008,South Carolina,Bamberg County,16104
2008,South Carolina,Barnwell County,22761
2008,South Carolina,Beaufort County,156399
2008,South Carolina,Berkeley County,171099
2008,South Carolina,Calhoun County,15175
2008,South Carolina,Charleston County,341921
2008,South Carolina,Cherokee County,54981
2008,South Carolina,Chester County,33454
2008,South Carolina,Chesterfield County,46319
2008,South Carolina,Clarendon County,34875
2008,South Carolina,Colleton County,39014
2008,South Carolina,Darlington County,68773
2008,South Carolina,Dillon County,31585
2008,South Carolina,Dorchester County,130593
2008,South Carolina,Edgefield County,26774
2008,South Carolina,Fairfield County,24131
